MSOA,Median_HP,Borough,Inner,Area,Political,Pop_Density,Aged_65Plus,OnePerson_HH,Born_UK,Owned,Unemployed,Obesity,Female_LE
E02000001,485000,City of London,Inner,Central,Other,2624,14.54,56.37,63.32,42.3,3.76,13.7,88.4
E02000002,182250,Barking and Dagenham,Outer,East,Labour,3170,16.15,30,76.15,46.4,11.77,29.8,80.1
E02000003,205500,Barking and Dagenham,Outer,East,Labour,4771,12.74,27.1,71.61,65.2,9.11,28.3,85.6
E02000004,205000,Barking and Dagenham,Outer,East,Labour,2530,15.93,26.27,85.6,72.8,9.29,26.9,80.7
E02000005,167000,Barking and Dagenham,Outer,East,Labour,7289,11.19,25.38,75.04,58.3,9.72,29.7,79.9
E02000007,172500,Barking and Dagenham,Outer,East,Labour,5229,11.39,30.92,75.74,40.1,13.09,29,79.5
E02000008,162000,Barking and Dagenham,Outer,East,Labour,8190,11.59,30.45,76.4,45.7,11.1,29.1,80.9
E02000009,172247.5,Barking and Dagenham,Outer,East,Labour,9227,8.99,27.93,71.07,45.9,11.12,27.6,83.8
E02000010,163000,Barking and Dagenham,Outer,East,Labour,7901,10.06,27.37,75.84,45.3,10.23,29.5,82
E02000011,171500,Barking and Dagenham,Outer,East,Labour,3960,13.88,25.12,74.59,66.5,8.61,29,77.1
E02000012,260000,Barking and Dagenham,Outer,East,Labour,7731,11.77,24.28,67.65,69.2,7.35,24.9,84.2
E02000013,172250,Barking and Dagenham,Outer,East,Labour,6494,10.54,27.46,75.14,46,9.88,30.3,80.6
E02000014,163000,Barking and Dagenham,Outer,East,Labour,7958,11.15,26.25,74.71,43.9,11,30.4,79.6
E02000015,130000,Barking and Dagenham,Outer,East,Labour,5632,10.16,35.96,72.84,30.9,13.93,30.9,81
E02000016,132500,Barking and Dagenham,Outer,East,Labour,9276,3.24,27.44,41.6,22.6,11.84,26.4,82.5
E02000017,210000,Barking and Dagenham,Outer,East,Labour,9962,8.55,21.77,49.51,56.9,9.04,24.5,86.2
E02000018,161000,Barking and Dagenham,Outer,East,Labour,6648,9.22,26.61,71.57,38.8,11.76,29,84.1
E02000019,165500,Barking and Dagenham,Outer,East,Labour,2796,9.5,23.99,72.14,46.3,10.34,30.5,80.8
E02000020,215000,Barking and Dagenham,Outer,East,Labour,2833,10.02,28.35,60.39,42.9,11.32,27,81.3
E02000021,160000,Barking and Dagenham,Outer,East,Labour,2854,10.17,26.55,66.64,53.9,9.58,30.5,78
E02000022,130000,Barking and Dagenham,Outer,East,Labour,11963,4.07,28.18,50.36,14.8,15.54,30.6,87.3
E02000023,165000,Barking and Dagenham,Outer,East,Labour,3737,5.69,30.07,63.41,29.5,13.15,30.2,83.5
E02006799,177000,Barking and Dagenham,Outer,East,Labour,8796,10.55,26.88,72.94,45.9,11.55,29.1,79
E02000024,380000,Barnet,Outer,North,Conservative,2778,17.39,29.81,78.76,74,4.51,17.4,85.1
E02000025,307500,Barnet,Outer,North,Conservative,3357,15.28,37.19,76.67,62.7,5.81,19.4,85
E02000026,342500,Barnet,Outer,North,Conservative,4401,16.46,27.48,75.27,76,5.17,19.2,87.6
E02000027,299975,Barnet,Outer,North,Conservative,5823,15.12,27.31,72.97,52.6,8.46,23.9,86.3
E02000028,369375,Barnet,Outer,North,Conservative,5953,15.82,25.52,74.57,71.7,5.01,18.6,84.4
E02000029,319000,Barnet,Outer,North,Conservative,5131,12.67,30,76.88,63.6,7,20.5,85.9
E02000030,675000,Barnet,Outer,North,Conservative,632,19.4,23.17,75.91,77.7,5.09,19.2,82.8
E02000031,441500,Barnet,Outer,North,Conservative,3844,19.29,26.98,66.4,67.4,4.38,17,84.1
E02000032,437000,Barnet,Outer,North,Conservative,5651,16.84,19.44,67.62,85.8,4.65,18.3,85.6
E02000033,305000,Barnet,Outer,North,Conservative,4882,13.48,28.16,70.45,66.8,8.21,22.1,82.4
E02000034,275000,Barnet,Outer,North,Conservative,5574,15.09,28.18,67.45,64.3,5.9,18.4,84.3
E02000035,327500,Barnet,Outer,North,Conservative,6276,16.18,34.07,58.36,55.6,5.49,15,83.2
E02000036,342500,Barnet,Outer,North,Conservative,6064,13.62,24.51,63.72,65.2,6.5,21.1,84.7
E02000037,299500,Barnet,Outer,North,Conservative,2315,14.86,20.28,66.73,65.3,6.2,19.7,88.3
E02000038,384000,Barnet,Outer,North,Conservative,6160,12.35,28.45,64.61,63.4,6.03,18.1,81.2
E02000039,331250,Barnet,Outer,North,Conservative,3157,14.61,23.78,68.85,72.9,4.03,16.2,88.4
E02000040,402550,Barnet,Outer,North,Conservative,1397,14.49,26.16,65.68,56.4,7.34,17.9,87.7
E02000041,300000,Barnet,Outer,North,Conservative,6784,13.8,24.58,57.55,60.4,6.12,18.7,83.2
E02000042,276500,Barnet,Outer,North,Conservative,9014,13.92,33.5,53.6,53,6,15.3,82
E02000043,527722,Barnet,Outer,North,Conservative,5330,14.06,18.75,58.63,71,4.74,14.8,83.9
E02000044,250000,Barnet,Outer,North,Conservative,7388,9.85,21.63,60.87,47.1,8.32,22.6,83.2
E02000045,245500,Barnet,Outer,North,Conservative,6031,9.18,31.02,63.88,50.2,7.66,20.6,83.2
E02000046,365260,Barnet,Outer,North,Conservative,7484,12.05,28.88,54.75,50.3,5.51,13.6,81.7
E02000047,234000,Barnet,Outer,North,Conservative,8090,10.19,25.97,50.79,40.8,8.73,23.9,82.6
E02000048,365000,Barnet,Outer,North,Conservative,3232,14.41,27.85,61.81,68.6,5.07,16,88.2
E02000049,237500,Barnet,Outer,North,Conservative,11027,7.13,27.01,53.15,19.4,11.53,26,88.1
E02000050,289500,Barnet,Outer,North,Conservative,4854,12.05,27.59,62.14,50.6,6.5,17.4,86.3
E02000051,435000,Barnet,Outer,North,Conservative,6086,17.75,31.72,57.29,58.7,5.33,14.1,87.4
E02000052,382500,Barnet,Outer,North,Conservative,10296,11.78,32.07,65.06,51.6,5.16,15.2,85.3
E02000053,261075,Barnet,Outer,North,Conservative,6026,7.96,31.57,42.82,43.2,6.49,19.2,83.6
E02000054,250000,Barnet,Outer,North,Conservative,4901,11.12,29.6,47.95,54,5.63,15.3,87.6
E02000055,357500,Barnet,Outer,North,Conservative,7920,13.21,28.74,48.97,45.8,5.27,15.1,83.6
E02000056,960000,Barnet,Outer,North,Conservative,2859,17.18,24.57,66.62,69.9,3.58,13,84.6
E02000057,365000,Barnet,Outer,North,Conservative,6924,11.78,21.06,55.79,54.9,6.36,15.3,84.3
E02000058,612500,Barnet,Outer,North,Conservative,5776,16.13,30.27,60.41,62.2,4.57,12.8,88.3
E02000059,246000,Barnet,Outer,North,Conservative,4842,10.65,30.63,45.36,45.5,7.95,20.7,84.4
E02000060,570000,Barnet,Outer,North,Conservative,9090,12.71,26.38,56.89,49.3,5.67,13.2,85.6
E02000061,889500,Barnet,Outer,North,Conservative,5181,14.4,30.36,49.13,50.8,5.28,12.2,83.5
E02000062,300000,Barnet,Outer,North,Conservative,3532,9.21,30.08,49.21,36.3,8.84,20.3,80.3
E02000063,320000,Barnet,Outer,North,Conservative,6895,11.41,27.41,43.85,53.5,7.93,16.4,84.8
E02000064,360000,Barnet,Outer,North,Conservative,8102,12.52,31.8,52.34,41.5,8.1,16.8,80.7
E02000065,149000,Bexley,Outer,East,Conservative,2480,5.38,25.77,59.74,51.1,10.78,28.6,79.5
E02000066,151500,Bexley,Outer,East,Conservative,6147,10.17,32.83,64.63,35.8,12.05,28.8,80.3
E02000067,145000,Bexley,Outer,East,Conservative,3881,11.05,32.79,77.43,57.8,8.3,27.5,84.9
E02000068,156000,Bexley,Outer,East,Conservative,3295,9,32.65,73.73,47.1,9.99,26.8,83
E02000069,176000,Bexley,Outer,East,Conservative,4289,17.77,29.9,82.69,70.8,6.5,25.9,84.2
E02000070,227000,Bexley,Outer,East,Conservative,4249,19.48,26.38,87.34,81.6,4.96,27,83.3
E02000071,187000,Bexley,Outer,East,Conservative,6277,13.68,23.29,89.63,76.9,5.52,27.8,84
E02000072,155500,Bexley,Outer,East,Conservative,2726,9.06,30.52,80.22,40.9,12.49,30.2,81.6
E02000073,250000,Bexley,Outer,East,Conservative,6685,18.02,20.54,88.89,89.2,4.44,26.3,86.9
E02000074,157000,Bexley,Outer,East,Conservative,6880,15.53,32.75,87.5,51.9,8.46,30.6,81.7
E02000075,250000,Bexley,Outer,East,Conservative,5158,22.28,23.49,90.89,88.2,3.84,26.4,83.6
E02000077,235000,Bexley,Outer,East,Conservative,7064,16.29,22.37,87.47,80.8,4.71,26.9,83.8
E02000078,207000,Bexley,Outer,East,Conservative,5213,16.94,22.99,92.62,86.6,4.18,28.1,82.9
E02000079,220000,Bexley,Outer,East,Conservative,4752,19.78,30.39,87.59,78.3,4.43,25.1,81.4
E02000080,236000,Bexley,Outer,East,Conservative,5534,17.5,25.26,85.47,81,5.85,25.4,84.8
E02000081,210000,Bexley,Outer,East,Conservative,3407,20.25,30.23,91.31,76.5,5.84,26.3,85.5
E02000082,237000,Bexley,Outer,East,Conservative,6004,16.14,22.2,89.83,89.8,4.43,28.7,84.7
E02000083,180000,Bexley,Outer,East,Conservative,2685,14.56,30.84,89.75,70.4,6.5,27.5,84.4
E02000084,249995,Bexley,Outer,East,Conservative,4080,18.83,25.02,89.86,86.1,4.3,25.2,86.1
E02000085,221000,Bexley,Outer,East,Conservative,4924,16.07,25.32,91.7,85,4.18,27.1,84.5
E02000086,249475,Bexley,Outer,East,Conservative,4986,16.52,21.12,92.52,89.9,3.75,27.7,85.1
E02000087,261000,Bexley,Outer,East,Conservative,2044,22.54,27.56,90.92,84.8,3.75,21.8,85.3
E02000088,254975,Bexley,Outer,East,Conservative,3876,19.32,21.75,91.88,88.9,3.57,25.9,83.9
E02000089,285000,Bexley,Outer,East,Conservative,5739,19.51,20.9,92.73,88.1,4.06,25.5,81.2
E02000090,210000,Bexley,Outer,East,Conservative,4907,21.23,38.24,89.57,70.9,4.63,21.8,81.3
E02000091,235000,Bexley,Outer,East,Conservative,3604,22.22,36.71,89.05,69.3,4.79,21.4,84.9
E02000092,203500,Bexley,Outer,East,Conservative,1105,16.25,31.96,89.42,55.1,7.44,26.5,81.6
E02006785,214000,Bexley,Outer,East,Conservative,4739,18.56,27.89,85.35,73.5,7.08,22.6,84.2
E02000093,319000,Brent,Outer,West,Labour,7897,13.36,19.25,43.1,63.8,6.28,21.2,82.8
E02000094,319950,Brent,Outer,West,Labour,7561,11.8,19.98,44.93,58.4,6.73,20.8,84.7
E02000095,379000,Brent,Outer,West,Labour,6371,14.64,19.96,40,59.9,7.73,20,85.4
E02000096,425000,Brent,Outer,West,Labour,4507,18.55,20.02,49.07,75.4,5.37,16.9,87.6
E02000097,310000,Brent,Outer,West,Labour,4812,13.21,21.7,45.08,63.1,7.25,22.8,88.1
E02000098,356800,Brent,Outer,West,Labour,4335,13.76,24.28,43.89,53.7,7.16,17.6,80.7
E02000099,310000,Brent,Outer,West,Labour,6721,10.54,19.91,42.66,51.8,7.04,18.2,87
E02000100,369950,Brent,Outer,West,Labour,4029,14.38,26.34,47.47,65.5,4.78,16,79.2
E02000101,232500,Brent,Outer,West,Labour,6757,12.01,28.41,43.53,37.5,9.56,21.3,81.3
E02000102,261250,Brent,Outer,West,Labour,5731,9.85,25,44.63,45.8,10.84,22.6,88.6
E02000103,287500,Brent,Outer,West,Labour,4948,12.32,25.25,46.58,47.4,9.33,21,87
E02000104,280000,Brent,Outer,West,Labour,6118,15.26,23.77,42.78,58.1,7.49,19,83.6
E02000105,210000,Brent,Outer,West,Labour,6891,10.13,23.42,40.07,49.4,7.38,20.6,85.8
E02000106,307000,Brent,Outer,West,Labour,7761,9.36,26.18,41.13,42,9.97,22.1,84.3
E02000107,321500,Brent,Outer,West,Labour,11555,8.35,31.07,45.04,35.9,7.64,16.4,83
E02000108,240000,Brent,Outer,West,Labour,8091,11.48,23.43,39.52,54.8,7.12,22.9,83.3
E02000109,245000,Brent,Outer,West,Labour,5189,10.72,23.65,38.26,47,8.31,24,84.8
E02000110,500000,Brent,Outer,West,Labour,10421,10.05,27.55,48.09,45.7,7.25,16.3,86.9
E02000111,260000,Brent,Outer,West,Labour,8926,10.38,19.42,33.68,50.8,6.83,22.5,83.5
E02000112,291500,Brent,Outer,West,Labour,7499,10.8,20.26,33.5,51.9,7.6,24.6,83.8
E02000113,245250,Brent,Outer,West,Labour,6616,8.57,26.5,52.04,22.2,13.55,30.7,84.7
E02000114,307500,Brent,Outer,West,Labour,15023,7.91,31.26,46.61,30.6,7.64,16.6,86.1
E02000115,381500,Brent,Outer,West,Labour,9892,10.33,41.68,53.29,31.9,6.82,15.2,83.2
E02000116,278375,Brent,Outer,West,Labour,7798,7.47,31.84,41.58,22.1,9.92,22.2,82.7
E02000117,238000,Brent,Outer,West,Labour,13669,9.53,33.57,47.43,22.4,14.04,28.6,82.7
E02000118,222500,Brent,Outer,West,Labour,7870,9.13,20.25,34.77,52.1,7.52,21.9,85.8
E02000119,226000,Brent,Outer,West,Labour,2947,8.8,32.31,50.01,12.9,14.24,31.1,83.1
E02000120,416250,Brent,Outer,West,Labour,18477,9.04,38.37,53.22,33.5,6.38,17.9,82.5
E02000121,210000,Brent,Outer,West,Labour,6710,10.26,18.41,30.77,53.1,6.75,22.7,83.7
E02000122,710000,Brent,Outer,West,Labour,6658,13.28,29.08,56.52,54.4,5.91,16.3,86
E02000123,310000,Brent,Outer,West,Labour,14416,7.1,35.16,45.06,24,11.86,24.7,84.9
E02000124,375000,Brent,Outer,West,Labour,9308,8.6,32.63,57.78,41,6.06,17.8,84.7
E02000125,423750,Brent,Outer,West,Labour,14137,10.45,31.05,55.43,48.4,6.74,20.5,85
E02000126,305000,Brent,Outer,West,Labour,16881,9.12,41.44,50.42,11.9,14.58,28.1,84.8
E02000127,195000,Bromley,Outer,South,Conservative,3895,14.55,33.55,84.37,51.6,9.18,26.4,81.9
E02000128,285000,Bromley,Outer,South,Conservative,2873,16.15,29.01,88.74,73.9,4.44,22.7,82.5
E02000130,279997.5,Bromley,Outer,South,Conservative,5432,12.11,34.99,75.2,58.9,7.02,21.6,82.5
E02000131,185000,Bromley,Outer,South,Conservative,5224,6.19,47.07,69.21,38.7,8.06,21.4,82.9
E02000132,246250,Bromley,Outer,South,Conservative,5132,15.21,48.46,78.67,53.1,5.74,17.8,82.7
E02000133,499999.5,Bromley,Outer,South,Conservative,1630,22.24,27.47,85.8,84.9,3.33,16.2,83.1
E02000134,248000,Bromley,Outer,South,Conservative,5659,13.76,40.27,81.08,57.4,5.71,17.4,81.1
E02000135,177500,Bromley,Outer,South,Conservative,8607,8.99,41.55,69.81,25.3,11.88,26.5,81.8
E02000136,253997.5,Bromley,Outer,South,Conservative,1254,22.4,29.54,87.22,72.5,5.85,22.7,82.1
E02000137,263750,Bromley,Outer,South,Conservative,4323,19.15,38.33,82.46,72.8,3.86,17.3,81.4
E02000138,275000,Bromley,Outer,South,Conservative,3891,23,42.62,81.44,72.2,3.37,16,87.2
E02000139,286250,Bromley,Outer,South,Conservative,4844,10.95,33.7,84.46,67.1,4.73,21.8,84.6
E02000140,200000,Bromley,Outer,South,Conservative,4292,13.19,33.54,88.56,45.9,9.39,27.4,81.9
E02000141,241500,Bromley,Outer,South,Conservative,7562,10.76,36.96,79.63,64.6,7.37,23.8,83.7
E02000142,277750,Bromley,Outer,South,Conservative,4699,16.65,27.54,84.09,76.4,4.09,20.1,81.5
E02000144,296000,Bromley,Outer,South,Conservative,4481,14.49,33.41,78.84,68,5.06,17.9,87.1
E02000145,169975,Bromley,Outer,South,Conservative,736,13.1,31.72,85.59,50.4,9.65,28.4,81.9
E02000146,245000,Bromley,Outer,South,Conservative,4783,15.59,32.98,86.38,73.3,4.43,21,81.7
E02000147,440000,Bromley,Outer,South,Conservative,3565,20.72,27.21,86.22,85.7,3.88,17.9,89.1
E02000148,377500,Bromley,Outer,South,Conservative,2359,20.99,24.57,87.87,84.5,3.9,19.9,90.1
E02000149,215000,Bromley,Outer,South,Conservative,4154,15.98,29.95,89.09,67.1,7.03,25.3,83.1
E02000150,340000,Bromley,Outer,South,Conservative,2768,15.62,23.38,87.22,81.6,3.95,23.5,86.8
E02000151,430000,Bromley,Outer,South,Conservative,3606,22.09,20.77,89.54,91.4,3.38,20.7,87.4
E02000152,305000,Bromley,Outer,South,Conservative,2664,14.9,27.98,86.17,61.2,8.01,24.5,83.9
E02000153,385000,Bromley,Outer,South,Conservative,3462,17.46,19.97,92.25,92.6,3.16,22.3,88.5
E02000154,275000,Bromley,Outer,South,Conservative,3870,18.32,27.79,87.05,76,4.5,20.8,85.8
E02000155,249995,Bromley,Outer,South,Conservative,3816,24.57,31.67,89.88,82.2,5.63,25.5,83.4
E02000156,375000,Bromley,Outer,South,Conservative,3155,21.62,25.38,90.22,85.3,3.48,20.9,84
E02000157,320000,Bromley,Outer,South,Conservative,3281,24.6,26.79,90.72,90.6,3.45,20.5,89
E02000158,250000,Bromley,Outer,South,Conservative,3451,21,24.39,88.38,71.7,6.76,22.7,86.9
E02000159,382000,Bromley,Outer,South,Conservative,1181,22.05,24.08,89.75,88.1,3.67,21.3,87.5
E02000160,358000,Bromley,Outer,South,Conservative,942,18.17,23.32,91.85,86.8,4.06,21.9,83.7
E02000161,294500,Bromley,Outer,South,Conservative,4926,18.71,25.41,88.87,90.6,3.57,21.9,86.5
E02000162,291500,Bromley,Outer,South,Conservative,528,24.21,31.71,90.35,74.1,4.5,22.4,86.2
E02000163,320000,Bromley,Outer,South,Conservative,677,21.7,23.7,92.2,84.5,3.59,22.3,86.3
E02000165,233000,Bromley,Outer,South,Conservative,1258,13.75,20.44,94.69,87.8,4.17,27.4,84.9
E02006782,250000,Bromley,Outer,South,Conservative,2964,17.2,28.08,82.71,69.8,6.68,23.7,83
E02006787,311000,Bromley,Outer,South,Conservative,5119,13.72,26.76,86.36,78.4,4.74,21.8,84.4
E02006789,321000,Bromley,Outer,South,Conservative,286,23.89,25.66,94.6,84.5,4.29,25.1,85.6
E02000166,425000,Camden,Inner,Central,Labour,2664,16.01,36.92,71.97,45.1,6.5,16.5,84.5
E02000167,717500,Camden,Inner,Central,Labour,3699,18.52,38.03,61.9,55.6,3.34,11.2,87.3
E02000168,437500,Camden,Inner,Central,Labour,12317,12.11,36.04,71.95,42,5.47,15.2,78.6
E02000169,1167500,Camden,Inner,Central,Labour,6627,17.03,32.94,55.19,55.5,3.75,11.7,83.6
E02000170,570000,Camden,Inner,Central,Labour,10863,10.5,35.31,57.84,44.6,5.01,12.6,83.9
E02000171,613750,Camden,Inner,Central,Labour,15671,12.34,37.41,65.17,43.3,5.72,14.2,89
E02000172,375000,Camden,Inner,Central,Labour,15819,10.31,37.24,64.99,21.8,9.6,21.3,80.9
E02000173,897250,Camden,Inner,Central,Labour,10068,12.23,40.54,48.12,39.5,4.07,12,85.3
E02000174,382500,Camden,Inner,Central,Labour,16038,9.97,37.6,63.35,30.7,6.63,16.7,82.3
E02000175,499950,Camden,Inner,Central,Labour,12713,8.86,40.31,55.98,32.6,5.31,13.2,83.3
E02000176,665000,Camden,Inner,Central,Labour,16654,12.86,46.49,51.01,45.8,3.53,12,86.9
E02000177,427500,Camden,Inner,Central,Labour,17680,11.7,36.22,64.39,26.2,8.56,17.9,80.6
E02000178,400000,Camden,Inner,Central,Labour,16504,9.23,42.71,54.62,26.9,7.42,16.9,81.9
E02000179,740000,Camden,Inner,Central,Labour,17093,12.14,39.97,56.45,36.5,6.95,13.9,83.3
E02000180,435000,Camden,Inner,Central,Labour,16174,8.79,37.39,62.41,29.1,7.07,16.1,84.3
E02000181,585000,Camden,Inner,Central,Labour,14435,9.34,36.78,54.37,42.5,3.76,12.1,84.6
E02000182,575000,Camden,Inner,Central,Labour,8871,13.95,35.57,44.89,38.2,6.07,14.2,84.1
E02000183,695000,Camden,Inner,Central,Labour,10246,14.57,45.76,62.77,39,4.8,15.1,85.6
E02000184,339950,Camden,Inner,Central,Labour,13180,7.93,35.13,58.32,20.3,9.11,18.7,82.7
E02000185,385000,Camden,Inner,Central,Labour,18153,12.66,45.51,51.17,20.7,9.6,18.9,80.1
E02000186,645000,Camden,Inner,Central,Labour,6766,10.46,41.08,55.17,27.7,6.08,15.9,83.2
E02000187,363789,Camden,Inner,Central,Labour,8825,10.3,37.11,57.61,12,10.73,22.2,81.6
E02000188,329500,Camden,Inner,Central,Labour,16700,8.94,36.72,54.87,13.7,10.44,19.5,80.9
E02000189,420000,Camden,Inner,Central,Labour,20349,7.91,40.3,49.41,12.6,11.32,16.7,81.9
E02000190,370000,Camden,Inner,Central,Labour,20980,9.8,54.92,50.35,20.9,8.82,14.1,81.8
E02000191,642000,Camden,Inner,Central,Labour,12827,6.9,50.38,45.8,25,4.31,11.5,83.7
E02000192,462500,Camden,Inner,Central,Labour,17058,9.71,44.62,57.61,20.1,8.48,17.6,86.6
E02000193,499000,Camden,Inner,Central,Labour,7291,10.33,55.82,51.56,28.8,5.46,13.7,82.7
E02000194,235000,Croydon,Outer,South,Conservative,6404,10.4,40.52,71,47.3,8.41,21.4,80.5
E02000195,306000,Croydon,Outer,South,Conservative,4808,14.45,25.62,62.85,71.6,6.39,23.2,81.9
E02000196,298250,Croydon,Outer,South,Conservative,6133,13.35,24.05,57.41,58.6,9.12,23.7,81.3
E02000197,249500,Croydon,Outer,South,Conservative,9347,12.52,27.51,55.66,53.5,7.68,23.5,84.2
E02000198,190000,Croydon,Outer,South,Conservative,9159,8.69,35.35,64.34,49.4,10.13,29.2,81
E02000199,215000,Croydon,Outer,South,Conservative,9871,8.75,26.73,64.51,64.9,9.55,29.3,83.2
E02000200,184950,Croydon,Outer,South,Conservative,6736,9.76,40.67,67,53.4,10.1,25.1,80.8
E02000201,158225,Croydon,Outer,South,Conservative,9974,8.43,40.61,66.34,37.7,11.81,28.1,84.5
E02000202,220000,Croydon,Outer,South,Conservative,11626,11.95,25.36,52.64,67.6,8.5,27.2,82.9
E02000203,185000,Croydon,Outer,South,Conservative,9801,10.58,34.75,55.25,45.8,9.32,29.5,80.4
E02000204,229550,Croydon,Outer,South,Conservative,8667,11.37,22.82,52.62,62.7,8.59,25.3,83.7
E02000206,181975,Croydon,Outer,South,Conservative,6692,9.21,34.97,64.05,42.3,11.04,28.4,83.2
E02000207,187750,Croydon,Outer,South,Conservative,7454,8.08,32.02,73.06,47.9,10.49,28.8,79.7
E02000208,170000,Croydon,Outer,South,Conservative,11517,7.36,31.07,54.57,34.6,9.85,27.4,79.9
E02000209,182000,Croydon,Outer,South,Conservative,8381,7.8,22.85,53.97,56.7,8.77,29,85.6
E02000210,221000,Croydon,Outer,South,Conservative,10809,8.59,29.16,73.19,65.6,7.29,26.3,82.6
E02000211,282500,Croydon,Outer,South,Conservative,4855,19.14,27.63,82.25,84.7,4.85,24.1,87
E02000212,185000,Croydon,Outer,South,Conservative,6925,7.24,23.75,52.22,45.6,9.07,27.7,84.4
E02000213,170000,Croydon,Outer,South,Conservative,9330,7.32,36.9,54.83,28.1,11.18,23.3,79.7
E02000214,275000,Croydon,Outer,South,Conservative,6145,15.55,22.27,77.42,79.9,4.95,23.1,83.7
E02000215,198000,Croydon,Outer,South,Conservative,10569,10.93,41.9,60.32,42.5,7.31,20,81.4
E02000216,235500,Croydon,Outer,South,Conservative,2981,19.79,37.95,56.14,55.3,5.77,14.3,82
E02000217,195000,Croydon,Outer,South,Conservative,7120,7.48,33.89,65.58,45.3,7.7,23.2,83.2
E02000218,298500,Croydon,Outer,South,Conservative,5993,12.1,18.7,76.3,58.2,8.32,26.4,84.3
E02000219,325000,Croydon,Outer,South,Conservative,1347,22.57,25.14,82.47,88.7,4.12,21.3,84.4
E02000220,181500,Croydon,Outer,South,Conservative,6751,9.55,44.01,63.19,34.6,7.24,18.4,79.5
E02000221,214250,Croydon,Outer,South,Conservative,3602,11.31,29.77,70.37,48.4,7.77,23.7,78.7
E02000222,208000,Croydon,Outer,South,Conservative,4349,11.65,34.02,76.33,60.5,5.85,19.1,86.8
E02000223,164500,Croydon,Outer,South,Conservative,8776,8.92,18.3,79.31,27.7,14.33,29.7,78.6
E02000224,220650,Croydon,Outer,South,Conservative,6075,10.59,32.91,76.72,61.9,6.08,19.7,86.7
E02000225,185000,Croydon,Outer,South,Conservative,4725,12.39,20.86,85.99,55.6,9.17,29.9,81.8
E02000226,326000,Croydon,Outer,South,Conservative,2328,19.93,20.31,81.75,90.6,4.25,21.8,90
E02000227,210000,Croydon,Outer,South,Conservative,2518,15.16,32.36,85.96,74.7,5.4,26.8,86.1
E02000228,400000,Croydon,Outer,South,Conservative,2451,22.14,22.16,84.54,88.5,3.71,17.9,86.8
E02000229,180750,Croydon,Outer,South,Conservative,4950,13.44,26.44,85.44,40.4,11.62,30.3,79.1
E02000230,307500,Croydon,Outer,South,Conservative,3894,16.27,28.65,76.06,70.8,5.02,18.7,84.2
E02000231,532500,Croydon,Outer,South,Conservative,2303,17.71,15.73,78.1,87.9,4.19,17.5,80.8
E02000232,312375,Croydon,Outer,South,Conservative,1430,19.49,21.34,88.48,83.1,4.67,24.4,82.1
E02000233,250000,Croydon,Outer,South,Conservative,3933,14.58,25.3,81.66,73.6,6.42,22.8,80.1
E02000234,300000,Croydon,Outer,South,Conservative,2642,15.28,26.73,81.38,68.8,6.04,22.3,84.9
E02000235,300000,Croydon,Outer,South,Conservative,1327,15.49,21.83,85.13,79.9,5.19,21.7,83.4
E02000236,315000,Croydon,Outer,South,Conservative,2169,15.24,20.44,88.29,87.8,4.46,23.9,86.3
E02000237,307500,Croydon,Outer,South,Conservative,1532,22.48,26.83,89.27,80.6,5.68,24.1,84.9
E02006788,214300,Croydon,Outer,South,Conservative,5487,8.82,26.28,75.11,54,8.71,28.5,80.1
E02000238,250000,Ealing,Outer,West,Labour,6402,9.73,22.9,51.4,62.7,6.8,23.7,84.4
E02000239,300000,Ealing,Outer,West,Labour,3855,13.03,18.95,45.26,70.4,6.25,20,87.5
E02000240,249000,Ealing,Outer,West,Labour,6030,10.47,25.97,57.18,48.2,9.01,25.7,84.7
E02000241,253500,Ealing,Outer,West,Labour,5203,11.69,23.25,53.5,66.6,6.33,22.6,86.2
E02000242,289000,Ealing,Outer,West,Labour,7795,10.48,19.2,41.37,63.7,7.05,18.6,82.9
E02000243,230000,Ealing,Outer,West,Labour,3018,12.42,27.05,49.49,54.6,7.39,20.5,81.4
E02000244,274000,Ealing,Outer,West,Labour,4076,11.71,26.07,45.15,63.2,5.62,18.3,87.1
E02000245,189000,Ealing,Outer,West,Labour,5014,8.99,33.33,57.01,35,11.46,26,83.5
E02000246,228500,Ealing,Outer,West,Labour,4268,10.16,26.57,60.4,47.7,10.7,26.6,81.2
E02000247,197500,Ealing,Outer,West,Labour,7424,11.18,28.66,52.73,47.8,8.79,23.8,81
E02000248,310000,Ealing,Outer,West,Labour,4290,11.84,30.6,40.14,47.8,6.21,13.7,84.6
E02000249,263750,Ealing,Outer,West,Labour,6116,13.1,27.13,48.88,53.6,7.57,19.8,83.1
E02000250,550000,Ealing,Outer,West,Labour,6488,15.12,28.1,66.78,72.6,4.07,12.5,87.6
E02000251,260000,Ealing,Outer,West,Labour,8374,11.02,18.06,44.6,70.1,7.53,18.8,83.6
E02000252,249975,Ealing,Outer,West,Labour,3081,7.96,31.93,45,32.8,8.65,19.8,85.1
E02000253,275000,Ealing,Outer,West,Labour,8371,12.8,32.4,56.56,42.3,9.02,21.1,83
E02000254,247475,Ealing,Outer,West,Labour,8583,11.36,15.76,43.97,68.9,7.8,21.3,80.2
E02000255,355000,Ealing,Outer,West,Labour,6114,11.8,28.35,59.67,55.6,6.94,16.5,83.5
E02000256,316000,Ealing,Outer,West,Labour,8159,12.08,34.06,56.55,47,5.13,11.8,84.4
